"admin_area_1","admin_area_2","admin_area_3"
NA,"ni Niger State","ni Suleja Local Government Area"
NA,"ni Niger State","ni Tafa Local Government Area"
NA,"ni Niger State","ni Wushishi Local Government Area"
NA,"og Ogun State","og Abeokuta North Local Government Area"
NA,"og Ogun State","og Abeokuta South Local Government Area"
NA,"og Ogun State","og Ado Odo/Ota Local Government Area"
NA,"og Ogun State","og Ewekoro Local Government Area"
NA,"og Ogun State","og Ifo Local Government Area"
NA,"og Ogun State","og Ijebu East Local Government Area"
NA,"og Ogun State","og Ijebu North East Local Government Area"
NA,"og Ogun State","og Ijebu North Local Government Area"
NA,"og Ogun State","og Ijebu Ode Local Government Area"
NA,"og Ogun State","og Ikenne Local Government Area"
NA,"og Ogun State","og Imeko Afon Local Government Area"
NA,"og Ogun State","og Ipokia Local Government Area"
NA,"og Ogun State","og Odeda Local Government Area"
NA,"og Ogun State","og Odogbolu Local Government Area"
NA,"og Ogun State","og Ogun Waterside Local Government Area"
NA,"og Ogun State","og Remo North Local Government Area"
NA,"on Ondo State","on Akoko North East Local Government Area"
NA,"on Ondo State","on Akoko North West Local Government Area"
NA,"on Ondo State","on Akoko South East Local Government Area"
NA,"on Ondo State","on Akoko South West Local Government Area"
NA,"on Ondo State","on Akure North Local Government Area"
NA,"on Ondo State","on Akure South Local Government Area"
NA,"on Ondo State","on Ese Odo Local Government Area"
NA,"on Ondo State","on Idanre Local Government Area"
NA,"on Ondo State","on Ifedore Local Government Area"
NA,"on Ondo State","on Ilaje Local Government Area"
NA,"on Ondo State","on Irele Local Government Area"
NA,"on Ondo State","on Odigbo Local Government Area"
NA,"on Ondo State","on Okitipupa Local Government Area"
NA,"on Ondo State","on Ondo East Local Government Area"
NA,"on Ondo State","on Ondo West Local Government Area"
NA,"on Ondo State","on Ose Local Government Area"
NA,"on Ondo State","on Owo Local Government Area"
NA,"os Osun State","os Boluwaduro Local Government Area"
NA,"os Osun State","os Boripe Local Government Area"
NA,"os Osun State","os Ede North Local Government Area"
NA,"os Osun State","os Ede South Local Government Area"
NA,"os Osun State","os Egbedore Local Government Area"
NA,"os Osun State","os Ejigbo Local Government Area"
NA,"os Osun State","os Ife Central Local Government Area"
NA,"os Osun State","os Ife East Local Government Area"
NA,"os Osun State","os Ife North Local Government Area"
NA,"os Osun State","os Ife South Local Government Area"
NA,"os Osun State","os Ifedayo Local Government Area"
NA,"os Osun State","os Ifelodun Local Government Area"
NA,"os Osun State","os Ila Local Government Area"
NA,"os Osun State","os Irepodun Local Government Area"
NA,"os Osun State","os Irewole Local Government Area"
NA,"os Osun State","os Isokan Local Government Area"
NA,"os Osun State","os Iwo Local Government Area"
NA,"os Osun State","os Obokun Local Government Area"
NA,"os Osun State","os Ola-Oluwa Local Government Area"
NA,"os Osun State","os Olorunda Local Government Area"
NA,"os Osun State","os Oriade Local Government Area"
NA,"os Osun State","os Orolu Local Government Area"
NA,"os Osun State","os Osogbo Local Government Area"
NA,"oy Oyo State","oy Afijio Local Government Area"
NA,"oy Oyo State","oy Akinyele Local Government Area"
NA,"oy Oyo State","oy Atiba Local Government Area"
NA,"oy Oyo State","oy Atisbo Local Government Area"
NA,"oy Oyo State","oy Egbeda Local Government Area"
NA,"oy Oyo State","oy Ibadan North East Local Government Area"
NA,"oy Oyo State","oy Ibadan North Local Government Area"
NA,"oy Oyo State","oy Ibadan North West Local Government Area"
NA,"oy Oyo State","oy Ibadan South East Local Government Area"
NA,"oy Oyo State","oy Ibadan South West Local Government Area"
NA,"oy Oyo State","oy Ibarapa Central Local Government Area"
NA,"oy Oyo State","oy Ibarapa East Local Government Area"
NA,"oy Oyo State","oy Ibarapa North Local Government Area"
NA,"oy Oyo State","oy Ido Local Government Area"
NA,"oy Oyo State","oy Irepo Local Government Area"
NA,"oy Oyo State","oy Iseyin Local Government Area"
NA,"oy Oyo State","oy Itesiwaju Local Government Area"
NA,"oy Oyo State","oy Iwajowa Local Government Area"
NA,"oy Oyo State","oy Kajola Local Government Area"
NA,"oy Oyo State","oy Lagelu Local Government Area"
NA,"oy Oyo State","oy Ogbomosho North Local Government Area"
NA,"oy Oyo State","oy Ogbomosho South Local Government Area"
NA,"oy Oyo State","oy Ogo Oluwa Local Government Area"
NA,"oy Oyo State","oy Olorunsogo Local Government Area"
NA,"oy Oyo State","oy Oluyole Local Government Area"
NA,"oy Oyo State","oy Ona Ara Local Government Area"
NA,"oy Oyo State","oy Orelope Local Government Area"
NA,"oy Oyo State","oy Ori Ire Local Government Area"
NA,"oy Oyo State","oy Oyo East Local Government Area"
NA,"oy Oyo State","oy Oyo West Local Government Area"
NA,"oy Oyo State","oy Saki East Local Government Area"
NA,"oy Oyo State","oy Saki West Local Government Area"
NA,"oy Oyo State","oy Surulere Local Government Area"
NA,"pl Plateau State","pl Barkin Ladi Local Government Area"
NA,"pl Plateau State","pl Bokkos Local Government Area"
NA,"pl Plateau State","pl Jos East Local Government Area"
NA,"pl Plateau State","pl Jos North Local Government Area"
NA,"pl Plateau State","pl Jos South Local Government Area"
NA,"pl Plateau State","pl Kanam Local Government Area"
NA,"pl Plateau State","pl Kanke Local Government Area"
NA,"pl Plateau State","pl Langtang North Local Government Area"
NA,"pl Plateau State","pl Langtang South Local Government Area"
NA,"pl Plateau State","pl Mangu Local Government Area"
NA,"pl Plateau State","pl Mikang Local Government Area"
NA,"pl Plateau State","pl Pankshin Local Government Area"
NA,"pl Plateau State","pl Qua'an Pan Local Government Area"
NA,"pl Plateau State","pl Riyom Local Government Area"
NA,"pl Plateau State","pl Shendam Local Government Area"
NA,"pl Plateau State","pl Wase Local Government Area"
NA,"ri Rivers State","ri Abua/Odual Local Government Area"
NA,"ri Rivers State","ri Ahoada West Local Government Area"
NA,"ri Rivers State","ri Akuku Toru Local Government Area"
NA,"ri Rivers State","ri Andoni Local Government Area"
NA,"ri Rivers State","ri Bonny Local Government Area"
NA,"ri Rivers State","ri Degema Local Government Area"
NA,"ri Rivers State","ri Ikwerre Local Government Area"
NA,"ri Rivers State","ri Khana Local Government Area"
NA,"ri Rivers State","ri Obio/Akpor Local Government Area"
NA,"ri Rivers State","ri Ogba/Egbema/Ndoni Local Government Area"
NA,"ri Rivers State","ri Ogu/Bolo Local Government Area"
NA,"ri Rivers State","ri Okrika Local Government Area"
NA,"ri Rivers State","ri Omumma Local Government Area"
NA,"ri Rivers State","ri Opobo/Nkoro Local Government Area"
NA,"ri Rivers State","ri Oyigbo Local Government Area"
NA,"ri Rivers State","ri Port-Harcourt Local Government Area"
NA,"so Sokoto State","so Binji Local Government Area"
NA,"so Sokoto State","so Bodinga Local Government Area"
NA,"so Sokoto State","so Dange-Shuni Local Government Area"
NA,"so Sokoto State","so Gada Local Government Area"
NA,"so Sokoto State","so Goronyo Local Government Area"
NA,"so Sokoto State","so Gudu Local Government Area"
NA,"so Sokoto State","so Gwadabawa Local Government Area"
NA,"so Sokoto State","so Illela Local Government Area"
NA,"so Sokoto State","so Isa Local Government Area"
NA,"so Sokoto State","so Kebbe Local Government Area"
NA,"so Sokoto State","so Kware Local Government Area"
NA,"so Sokoto State","so Rabah Local Government Area"
NA,"so Sokoto State","so Sabon Birni Local Government Area"
NA,"so Sokoto State","so Shagari Local Government Area"
NA,"so Sokoto State","so Silame Local Government Area"
NA,"so Sokoto State","so Sokoto North Local Government Area"
NA,"so Sokoto State","so Sokoto South Local Government Area"
NA,"so Sokoto State","so Tambuwal Local Government Area"
NA,"so Sokoto State","so Tangaza Local Government Area"
NA,"so Sokoto State","so Tureta Local Government Area"
NA,"so Sokoto State","so Wamako Local Government Area"
NA,"so Sokoto State","so Wurno Local Government Area"
NA,"so Sokoto State","so Yabo Local Government Area"
NA,"ta Taraba State","ta Ardo-Kola Local Government Area"
NA,"ta Taraba State","ta Bali Local Government Area"
NA,"ta Taraba State","ta Donga Local Government Area"
NA,"ta Taraba State","ta Gashaka Local Government Area"
NA,"ta Taraba State","ta Gassol Local Government Area"
NA,"ta Taraba State","ta Ibi Local Government Area"
NA,"ta Taraba State","ta Jalingo Local Government Area"
NA,"ta Taraba State","ta Karim-Lamido Local Government Area"
NA,"ta Taraba State","ta Kurmi Local Government Area"
NA,"ta Taraba State","ta Lau Local Government Area"
NA,"ta Taraba State","ta Sardauna Local Government Area"
NA,"ta Taraba State","ta Takum Local Government Area"
NA,"ta Taraba State","ta Ussa Local Government Area"
NA,"ta Taraba State","ta Wukari Local Government Area"
NA,"ta Taraba State","ta Yorro Local Government Area"
NA,"ta Taraba State","ta Zing Local Government Area"
NA,"yo Yobe State","yo Bade Local Government Area"
NA,"yo Yobe State","yo Damaturu Local Government Area"
NA,"yo Yobe State","yo Fika Local Government Area"
NA,"yo Yobe State","yo Fune Local Government Area"
NA,"yo Yobe State","yo Geidam Local Government Area"
NA,"yo Yobe State","yo Gujba Local Government Area"
NA,"yo Yobe State","yo Gulani Local Government Area"
NA,"yo Yobe State","yo Jakusko Local Government Area"
NA,"yo Yobe State","yo Karasuwa Local Government Area"
NA,"yo Yobe State","yo Machina Local Government Area"
NA,"yo Yobe State","yo Nangere Local Government Area"
NA,"yo Yobe State","yo Nguru Local Government Area"
NA,"yo Yobe State","yo Tarmuwa Local Government Area"
NA,"yo Yobe State","yo Yunusari Local Government Area"
NA,"yo Yobe State","yo Yusufari Local Government Area"
NA,"za Zamfara State","za Anka Local Government Area"
NA,"za Zamfara State","za Bakura Local Government Area"
NA,"za Zamfara State","za Birnin Magaji Local Government Area"
NA,"za Zamfara State","za Bukkuyum Local Government Area"
NA,"za Zamfara State","za Bungudu Local Government Area"
NA,"za Zamfara State","za Gummi Local Government Area"
NA,"za Zamfara State","za Gusau Local Government Area"
NA,"za Zamfara State","za Kaura Namoda Local Government Area"
NA,"za Zamfara State","za Maradun Local Government Area"
NA,"za Zamfara State","za Maru Local Government Area"
NA,"za Zamfara State","za Shinkafi Local Government Area"
NA,"za Zamfara State","za Talata Mafara Local Government Area"
NA,"za Zamfara State","za Tsafe Local Government Area"
NA,"za Zamfara State","za Zurmi Local Government Area"
