facility_id,admin_area_1,admin_area_2,admin_area_3,admin_area_4
FbGxY0CRhcr,MOH - Uganda,Bukedi,Budaka District,Budaka DLG
fBndBN2WUYM,MOH - Uganda,South Buganda,Masaka City,Masaka City Council
fbSneuPK8Am,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FbWj31XSGN6,MOH - Uganda,Ankole,Mbarara City,Mbarara City Council
FbzPPH8fy5s,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FC1pyCmRZU4,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FcACzMHaG20,MOH - Uganda,Bugisu,Mbale City,Mbale City Council
FCc4BUjZVrY,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FCDGg3pIvrx,MOH - Uganda,South Buganda,Sembabule District,Sembabule DLG
fcDhbacTlHm,MOH - Uganda,South Buganda,Wakiso District,Wakiso DLG
fcfG3lvDap9,MOH - Uganda,Tooro,Kasese District,Kasese DLG
FcFLer9HiO6,MOH - Uganda,South Buganda,Wakiso District,Wakiso DLG
fctfxQy7JeK,MOH - Uganda,Ankole,Isingiro District,Isingiro DLG
FcubbF0Eo8v,MOH - Uganda,North Buganda,Mityana District,Mityana Municipality
fcwlJwjS1IM,MOH - Uganda,Teso,Serere District,Serere DLG
FcZTYW9JOGL,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fCzWHgRRxSe,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fd7Q9jJt871,MOH - Uganda,South Buganda,Wakiso District,Makindye Ssabagabo Municipality
fD89e7iPX3v,MOH - Uganda,Bukedi,Tororo District,Tororo DLG
FDdoyOxd1qs,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fDDXxmRq4qE,MOH - Uganda,Teso,Kalaki District,Kalaki DLG
fDG4tav7Yh1,MOH - Uganda,West Nile,Moyo District,Moyo DLG
FDGxZvsSQrY,MOH - Uganda,West Nile,Obongi District,Obongi DLG
fDirPIVmea3,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FDlViCdq6Fc,MOH - Uganda,South Buganda,Wakiso District,Entebbe Municipality
fdNUK2z0vuK,MOH - Uganda,South Buganda,Mpigi District,Mpigi DLG
fdsPP3sMmRY,MOH - Uganda,South Buganda,Wakiso District,Wakiso DLG
fDyoHhn2XOc,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FE2NPb3ItFo,MOH - Uganda,Busoga,Iganga District,Iganga DLG
fe5T2gr64Y5,MOH - Uganda,Bugisu,Mbale District,Mbale DLG
FECVaAFXunE,MOH - Uganda,Kampala,Kampala District,Kampala City Council
feHZtyy5zKn,MOH - Uganda,North Buganda,Mubende District,Mubende DLG
fEJx7cojpBA,MOH - Uganda,Bugisu,Bulambuli District,Bulambuli DLG
FEkeHjEos5Q,MOH - Uganda,Kampala,Kampala District,Kampala City Council
feLLvJVqKPW,MOH - Uganda,North Buganda,Kassanda District,Kassanda DLG
FEZi25VoZOd,MOH - Uganda,Lango,Apac District,Apac DLG
FF1Tn1yXAdl,MOH - Uganda,Kigezi,Kisoro District,Kisoro Municipality
ffbrWjDoYrJ,MOH - Uganda,Teso,Kalaki District,Kalaki DLG
FFC33H9EiSK,MOH - Uganda,Lango,Apac District,Apac Municipality
FFCA7KzL08a,MOH - Uganda,Kampala,Kampala District,Kampala City Council
ffepMuBcVGL,MOH - Uganda,South Buganda,Kyotera District,Kyotera DLG
FfHJ4yijaHt,MOH - Uganda,Ankole,Kiruhura District,Kiruhura DLG
FFK8hmyIZ1N,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fFknBymIBex,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fFMFDu21aWq,MOH - Uganda,Teso,Katakwi District,Katakwi DLG
FfON4dnRpbT,MOH - Uganda,South Buganda,Wakiso District,Nansana Municipality
FFscoyk2SlD,MOH - Uganda,South Buganda,Masaka District,Masaka DLG
ffszCn06KDS,MOH - Uganda,South Buganda,Kyotera District,Kyotera DLG
fFVmtAq4KDs,MOH - Uganda,Tooro,Bunyangabu District,Bunyangabu DLG
ffWIgtfMjjH,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fg0BECcPW6E,MOH - Uganda,Kigezi,Rukiga District,Rukiga DLG
fGIcJN0d2TW,MOH - Uganda,Bunyoro,Kakumiro District,Kakumiro DLG
FgldlD8VLgC,MOH - Uganda,North Buganda,Mukono District,Mukono DLG
fGN8t72bvbv,MOH - Uganda,South Buganda,Wakiso District,Wakiso DLG
FGnMVMPBCLN,MOH - Uganda,Ankole,Ntungamo District,Ntungamo DLG
fgU5gcWXqL4,MOH - Uganda,South Buganda,Wakiso District,Wakiso DLG
fh5ngBvoQVA,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FHIEdqBZAll,MOH - Uganda,Kigezi,Kisoro District,Kisoro Municipality
FHLViw9IqR6,MOH - Uganda,Acholi,Agago District,Agago DLG
FHqvPPrr796,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FHtJEqFHwS4,MOH - Uganda,North Buganda,Kiboga District,Kiboga DLG
FI11C32LNK8,MOH - Uganda,South Buganda,Butambala District,Butambala DLG
Fi6rNyCYxsL,MOH - Uganda,Ankole,Buhweju District,Buhweju DLG
FICwy0lTFNW,MOH - Uganda,Busoga,Mayuge District,Mayuge DLG
fIF70rtNGDv,MOH - Uganda,Tooro,Kasese District,Kasese DLG
fIGI5AZsJHF,MOH - Uganda,Acholi,Agago District,Agago DLG
fiJwBAEbPgc,MOH - Uganda,Bunyoro,Kakumiro District,Kakumiro DLG
filai574XuY,MOH - Uganda,Bunyoro,Masindi District,Masindi DLG
fj07oCB4Lau,MOH - Uganda,South Buganda,Wakiso District,Wakiso DLG
FjAgQM43MpO,MOH - Uganda,South Buganda,Wakiso District,Nansana Municipality
fjAv3xEyJDY,MOH - Uganda,Busoga,Kamuli District,Kamuli Municipality
FJF7Vx7pjWL,MOH - Uganda,Busoga,Mayuge District,Mayuge DLG
FJQvpVMUJlA,MOH - Uganda,Bugisu,Mbale District,Mbale DLG
fJv2JKq0AN2,MOH - Uganda,West Nile,Obongi District,Obongi DLG
fJxSYGgrB6I,MOH - Uganda,South Buganda,Wakiso District,Nansana Municipality
fkASUL2GNdM,MOH - Uganda,North Buganda,Mukono District,Mukono DLG
FkcbEK1go53,MOH - Uganda,Kigezi,Kanungu District,Kanungu DLG
fkgsxLedTU9,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FkHfVW0W0FE,MOH - Uganda,Bugisu,Mbale District,Mbale DLG
FkHL59DWIav,MOH - Uganda,Lango,Alebtong District,Alebtong DLG
fKHpsGvIWWn,MOH - Uganda,Ankole,Kazo District,Kazo DLG
fkJeVUE3nKb,MOH - Uganda,North Buganda,Buvuma District,Buvuma DLG
FKNo8U0ACV3,MOH - Uganda,Kigezi,Kanungu District,Kanungu DLG
FKob2eaBDuH,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FKrZbilgoE9,MOH - Uganda,North Buganda,Kayunga District,Kayunga DLG
FkTtVWHYtc1,MOH - Uganda,Lango,Lira City,Lira City Council
FKuNaclJDeD,MOH - Uganda,West Nile,Madi-Okollo District,Madi-Okollo DLG
fKvVQoaVcjz,MOH - Uganda,Bukedi,Kibuku District,Kibuku DLG
Fl2gaCBXvK7,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FLCxMq20FQn,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fLGGzlZfyOJ,MOH - Uganda,Acholi,Omoro District,Omoro DLG
fLjNMAg4ymN,MOH - Uganda,Acholi,Gulu City,Gulu City Council
flJx2pns0FY,MOH - Uganda,Acholi,Pader District,Pader DLG
FLMye24JUsV,MOH - Uganda,Busoga,Bugweri District,Bugweri DLG
fMB1M2N9wak,MOH - Uganda,Busoga,Jinja City,Jinja City Council
FMBRxRQSlzd,MOH - Uganda,Bunyoro,Kagadi District,Kagadi DLG
FMCCDyQXKRp,MOH - Uganda,South Buganda,Masaka City,Masaka City Council
FMgSYqDsfT6,MOH - Uganda,West Nile,Adjumani District,Adjumani DLG
FMhE2V9s2bo,MOH - Uganda,South Buganda,Wakiso District,Entebbe Municipality
fMi3knJS4IC,MOH - Uganda,West Nile,Obongi District,Obongi DLG
fMKaCKRi6sT,MOH - Uganda,Teso,Kaberamaido District,Kaberamaido DLG
fmOyV8pzi6m,MOH - Uganda,Tooro,Kamwenge District,Kamwenge DLG
FMu3EDXv2PI,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FMuDvIgW0wX,MOH - Uganda,Tooro,Kasese District,Kasese Municipality
fmWt71GoII7,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fn3zMtuYbmL,MOH - Uganda,Ankole,Kiruhura District,Kiruhura DLG
fN5JzGLE8gv,MOH - Uganda,Acholi,Agago District,Agago DLG
FNcrirTXDCa,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FNdivgAtKyR,MOH - Uganda,North Buganda,Mubende District,Mubende Municipality
fng0HukpXKi,MOH - Uganda,Kampala,Kampala District,Kampala City Council
fnjz6n2gdVc,MOH - Uganda,South Buganda,Masaka City,Masaka City Council
fnl80NudU5x,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FNoTCqEuWdM,MOH - Uganda,Lango,Lira City,Lira City Council
fnse10SronT,MOH - Uganda,Acholi,Lamwo District,Lamwo DLG
FNTxj1oKTQd,MOH - Uganda,Acholi,Amuru District,Amuru DLG
FO9C6xA3sMS,MOH - Uganda,Kigezi,Rubanda District,Rubanda DLG
fOcpxbnY878,MOH - Uganda,Acholi,Nwoya District,Nwoya DLG
fOeJTkJdDNS,MOH - Uganda,Acholi,Lamwo District,Lamwo DLG
fOHmWlIo77V,MOH - Uganda,Kampala,Kampala District,Kampala City Council
foJ1bGX8luE,MOH - Uganda,Kampala,Kampala District,Kampala City Council
FoJythstdxB,MOH - Uganda,Lango,Lira City,Lira City Council
fOjYXPjN0QN,MOH - Uganda,South Buganda,Rakai District,Rakai DLG
FP2aDFL0opz,MOH - Uganda,Busoga,Mayuge District,Mayuge DLG
FpbnTRG4PTa,MOH - Uganda,Bugisu,Mbale City,Mbale City Council
FPENxnEHmc7,MOH - Uganda,Busoga,Mayuge District,Mayuge DLG
