"facility_id","admin_area_1","admin_area_2","admin_area_3"
"NilH0S2pP6Q","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"njamIl8fT5g","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"nk2lS02CIvE","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"nkjVO35w1zW","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"NKO2ZLBx39Z","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"nKuYKHtfBwO","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"Nl8DQA0UiAH","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"nMBIqdJIM7h","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"NmP3Phb5kXi","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"nMRySnyrqJL","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"NMwfQhVVJic","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"NnqNcMDpUNY","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"nNqtwWJ06vF","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"nnvdxbrOQFk","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"No0CVtnUHfZ","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"NOekVWNaW3O","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"nOJs765REgP","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Nooh15bzo4O","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"NoyhPjmwOeo","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"NP1B0YRUFme","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"NPo39PNvxY0","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"NpqeIttg5Cn","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"nPQTkxY44rM","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"nQsJpq2BfbH","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"nqtw8QgNOtK","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"nr8AGzrBEAa","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"Nr9PnOvHJ5C","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"nRFC0VVvNG1","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"NrFFCY3Je1b","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"NrhmtfXocq1","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"nRSfosZwTju","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"nSAW8ByurST","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"NsczMWPrPgN","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"NsXemupkULd","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"nthtrQ8ZYCS","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"NTkxOkHNsKj","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"Ntr6VH1qAJl","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"nu3j8J5HOpv","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"nUPLeyD1mko","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mudzi District"
"nur0AEwM4OY","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"nusxH4dUCBX","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"nuWZ2Ki399S","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"nVaeHRGHENl","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"nvcYHMpAHfm","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"NVPe6SsWWwi","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"nvpJWBChryf","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"nw3EIRIzp19","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"Nw3NVUqhNaU","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Insiza District"
"NWFzPK4cUwv","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"NwhxM073HO5","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"nWhYVNm0WBU","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"NwIjXPvTYN0","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"NWTrxjKRc2D","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"NwvqrDyAJxp","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"nwwAxlXbJwl","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"nX2wdonp9qm","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"NX5E8VD4qql","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"nXbiljJiSU9","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"nxs1XzhCsB2","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"nyAB0YMDoBt","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"NYWetpSMWGf","Zimbabwe Ministry of Health","mi Midlands Province","mi Chirumhanzu District"
"nyZPn26CoFt","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"NzioLDOMyHi","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"o11Z9SbhWy2","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"O1fCNuvsfI3","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"o1koaovBpfp","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"o1XUOkb8Chw","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"O23AdHRaGe9","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"O2TArDE6O3s","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"O3FM4meFqdP","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"O4MKbrw8HzO","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"O5YeiVf8VLA","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"o6kGCloNUDE","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"O6kzhSbPx0o","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"o7lk8OxDSN5","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"o8v1aiUjp5z","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Nkayi District"
"oauPRjbamz2","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Shamva District"
"oBbS3ONeW9n","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"OBGRRromwaH","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"OBprCu1KHiy","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Eastern District"
"OBXlKhRkRIb","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"OC2Q3B53FqU","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"OC7ildSI0QQ","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"oCvWSugONKx","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"ocZcHjwY60I","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"ODObWEFaXym","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"oDRIn1TRJQ5","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"oDx5TiVW5XB","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"odZS1HPsm2F","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"Oe78ZdUDfSV","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"OerFBTgdNvj","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"oEwopIvfS15","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"OExCvkJ9VkG","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"OEXR4r3lJVY","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"of7XjyQuOBa","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"OFfbxvItnX5","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"OFKotCF30V9","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"oFwOJ0k0lkT","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"ogbAgg8zwC2","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"oGoA3lS8Zu8","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"OGWTyBFTzJd","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"OGwUj8IBy4e","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Matobo District"
"oh1Jp42kTE9","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"ohAeL3I4ZEj","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"OhbIh1Vr8da","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"OHEf3RcLGXc","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"OHRuhvMjaio","Zimbabwe Ministry of Health","me Mashonaland East Province","me Uzumba Maramba Pfungwe District"
"OinRFmR8Vrq","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"OiOTmgg2IYI","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"ojBxVwmGZz1","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"oJnY7eweQV8","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"oKevHdgQchc","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"okH5E8Kirs3","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"OlBZHeF4Ilo","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"OLppnxxYhG8","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"oLW8WxRRKwz","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"olYisdMN5zi","Zimbabwe Ministry of Health","mi Midlands Province","mi Shurugwi District"
"omGmH28ptOx","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"oMOfzzTZ6rt","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"OnljtPLFl6a","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mount Darwin District"
"ONmg4djzSUr","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"ONr6vEfV0pH","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"oO8ebxVsvkY","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"OO9JaMzwvJn","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"ooSFsGF2dJY","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"OoUrZty9Ack","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"OPpj4NhJf0f","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"OpqO7PRXP1Q","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"oPuOEOz6VQQ","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"OPxYB3sxLY9","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"opxyhd2H454","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"oqHezjkD4Tl","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Centenary District"
"OQucnnhShgt","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"OREiGho2b9G","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"oSAZBT5wDIC","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"OSJ4LB2TCcH","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"oTzdCScsUos","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"oU49czd8SsW","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"OuEqlnfUt7c","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"OUmbO9Dx9Av","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"OYnj7haEW3L","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"OYxK4THN4Rt","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"Oz6p5RcJadO","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mbire District"
"OZjJKN6uFmQ","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"P0jm09rHVzC","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"p11rPuumihU","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"p1dS2mAW8hf","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"p1T8lmKy3fI","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"p1v1QU4KQSj","Zimbabwe Ministry of Health","me Mashonaland East Province","me Mutoko District"
"P1Yxb7N3wvJ","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"p2nDXP0Iffy","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"P4tdiFeQzmx","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"P4uahA4HI3l","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"p5m48WRxnWR","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"p6sAK0k1xZW","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"p7YSxA5z5XM","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"paEcB63wSvW","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"pAg0wU4miIq","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"Par7QjnrhYZ","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"pb9OlYzcpDj","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"PBEMVp7KXEp","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"pBwjrPIMWWu","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"PbZBQj0Weu0","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Lupane District"
"pc3SdKl6IZi","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"Pc5yc5tAeNF","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"pCODIoWCbsR","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"PdcCzTL0UO2","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"pDNRL1m5sJd","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Bubi District"
"pdQGuXha4l1","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Pe9vjw20foQ","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"PewheyywlnB","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"pg6IKoiiPHy","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"pGbz0iYwQQN","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"pggK8xtOWkp","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"pGQjbvHMTPK","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"pGZ8wBu4TVD","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"pH4O4ZdhV53","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Ruwa"
"PhCiI8NplKa","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"pHDEvqavUGq","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Umzingwane District"
"pHfYf2HeLON","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"pHJSEeiAdBO","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"PHry0pvv7Xd","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"PhtaiN9uHu6","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"pi1yAsF5U14","Zimbabwe Ministry of Health","me Mashonaland East Province","me Hwedza District"
"pIS8S7U9Sfo","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"PiTrurNdiyL","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Guruve District"
"pjDhhyAIRyH","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"PjmHC474EDN","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Harare Central Hospitals"
"pK0DnszHBZI","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"pkZQSY7NDOT","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"pL4gUH07HdO","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"plRdDXQh3rU","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"PLxOtSolhG5","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"pMdVBRDg3Cx","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"PmeORqNWzwq","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"PN1oUrZNWpR","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"Pn253DhIGF5","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"pNc4TLhO9gr","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"PnK6HVt1SRm","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"poAoKEJzA1L","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"pofi4Agnpb3","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"pojo2I4dyoq","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"pOMTyURxblh","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"poqrqFB4ezD","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"pOyZlhuuXAd","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"PqExsT2KAi8","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe North District"
"pqpfmI41yEY","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Tsholotsho District"
"pqunV5XpzEX","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"PQYcMmTvt6L","Zimbabwe Ministry of Health","ma Manicaland Province","ma Nyanga District"
"pr3OA2Snlps","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"prJwfHo35UK","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"pRKZwnM3ZWq","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"PRYuiWckbUM","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Northern District"
"pt2kLo8cYjp","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"pTC2Kr3J36g","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"ptCi4yUczMp","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"ptcT8WoVLbG","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"Pu8ltwdaHfW","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Mangwe District"
"puEtgGYL24a","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"PUNmyNqtxNl","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"pUVSUBJ8Es1","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Beitbridge District"
"PvlB7m5PvDa","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"PVqBMEITGZG","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutasa District"
"PwwFfK2jIaP","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"PxlUHqUbISo","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"PxvvQMGB0kx","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chimanimani District"
"pxWz8J9mpVR","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Bulilima District"
"PyGhWopcNVe","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Western District"
"pyGvDPF4vaL","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"PYkTLQgYOqM","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Binga District"
"PYVmCC5QzWR","Zimbabwe Ministry of Health","me Mashonaland East Province","me Chikomba District"
"pyvuKuH8RCC","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"PZBpKzBqPK8","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"PzFSuCtPXpX","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Q0SIcfVYZ3T","Zimbabwe Ministry of Health","mi Midlands Province","mi Kwekwe District"
"q0UgCWN6tzK","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"Q38EU4UNiaJ","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"Q3MZNrRnK9S","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Ruwa"
"Q4pYhjAOvDW","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"Q573I7dDsyy","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"Q5S4ghrkIPr","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"Q6mYxcJadeC","Zimbabwe Ministry of Health","me Mashonaland East Province","me Seke District"
"qAj4FeHrhCb","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Chegutu District"
"qaQFT9xBClt","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Umguza District"
"QaXJboTAqC5","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"qB4aqkr5Zan","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"QDH3UlnqxdE","Zimbabwe Ministry of Health","mv Masvingo Province","mv Bikita District"
"Qe0frbRzvAu","Zimbabwe Ministry of Health","me Mashonaland East Province","me Goromonzi District"
"QE3JDuXXC03","Zimbabwe Ministry of Health","mi Midlands Province","mi Zvishavane District"
"qEnOAb2ngj2","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"QEvN9NNhcHY","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"qeXexLypgiq","Zimbabwe Ministry of Health","ma Manicaland Province","ma Mutare District"
"QFHrfOC8q6r","Zimbabwe Ministry of Health","bu Bulawayo Metropolitan Province","bu Northern Suburbs District"
"QH6MRPTEHPd","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Zvimba District"
"qHkq8Y4E0Q8","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"qHOiL9glACJ","Zimbabwe Ministry of Health","ms Matabeleland South Province","ms Gwanda District"
"QHPjyQCdaZ1","Zimbabwe Ministry of Health","me Mashonaland East Province","me Marondera District"
"QI6mEC6q6Ge","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chiredzi District"
"QIrP8yI4al9","Zimbabwe Ministry of Health","ma Manicaland Province","ma Chipinge District"
"qIx8s9wFdbA","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"qJJ6I9d7TGu","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"QJpvYebxudy","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"qk0h8CWfku5","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"QK63B8hEjh5","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"qkKAsC3hMOK","Zimbabwe Ministry of Health","me Mashonaland East Province","me Murewa District"
"qKmB3CBc0NN","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"QKyJjASGoVM","Zimbabwe Ministry of Health","mv Masvingo Province","mv Zaka District"
"ql8eIGGkFJk","Zimbabwe Ministry of Health","mv Masvingo Province","mv Masvingo District"
"qLpKVzFktN7","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Makonde District"
"QLsIZPaQ5zq","Zimbabwe Ministry of Health","mi Midlands Province","mi Mberengwa District"
"qLzDP5tdFZe","Zimbabwe Ministry of Health","mv Masvingo Province","mv Mwenezi District"
"qmaGE9Oq6kA","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Rushinga District"
"qmuwPOCEvKY","Zimbabwe Ministry of Health","mv Masvingo Province","mv Gutu District"
"qmYSWCIbpXV","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Mazowe District"
"qNA0WCicGW3","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Mhondoro District"
"qnl8TFweO85","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Hurungwe District"
"qNM0xkDjd2P","Zimbabwe Ministry of Health","ma Manicaland Province","ma Makoni District"
"qo30E3LcaXs","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
"qoMYj7cnPWI","Zimbabwe Ministry of Health","mn Matabeleland North Province","mn Hwange District"
"QOSVNeZ8v9H","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Southern District"
"qOU3E1EqXAu","Zimbabwe Ministry of Health","ha Harare Metropolitan Province","ha Chitungwiza District"
"QOUhAoaWRDk","Zimbabwe Ministry of Health","ma Manicaland Province","ma Buhera District"
"QOxd0srupY8","Zimbabwe Ministry of Health","mi Midlands Province","mi Gweru District"
"QOyVj877fR2","Zimbabwe Ministry of Health","mi Midlands Province","mi Gokwe South District"
"Qp5BZVEj6M0","Zimbabwe Ministry of Health","mv Masvingo Province","mv Chivi District"
"qpEq965s2Ry","Zimbabwe Ministry of Health","mw Mashonaland West Province","mw Sanyati District"
"QppzgSk1p8u","Zimbabwe Ministry of Health","mc Mashonaland Central Province","mc Bindura District"
