facility_id,admin_area_1,admin_area_2,admin_area_3,admin_area_4
FcnMJ5eidBF,Niger,Tahoua,DS Bouza,Commune Karofane
fD6w22tIWni,Niger,Tillaberi,DS Ouallam,Commune Tondikiwindi
fdbPWtP3Cc5,Niger,Dosso,DS Boboye,Commune Fabidji
FDglcOCnpeS,Niger,Maradi,DS Mayahi,Commune Kanembakache
fdIbp1VRMqL,Niger,Tahoua,DS Madaoua,Commune Azerori
FdIIpSBajQd,Niger,Tahoua,DS Tahoua Commune,Commune Tahoua Ii
fDqr5D43dOA,Niger,Tahoua,DS Tahoua,Commune Barmou
fDQyqQCeEn2,Niger,Tahoua,DS Abalak,Commune Akoubounou
FdYKHEo2KlC,Niger,Tillaberi,DS Abala,Commune Abala
FEC45HF4fFc,Niger,Dosso,DS Loga,Commune Sokorbé
FejUqyVpkl8,Niger,Maradi,DS Maradi Ville,Commune Maradi 3
fF3z8D0VMy0,Niger,Tahoua,DS Tahoua,Commune Barmou
fF5FG5nTbJp,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
FfDfWBKL0pc,Niger,Zinder,DS Tanout,Commune Ollélewa
fFfpIWKSRO9,Niger,Tahoua,DS Keita,Commune Garhanga
fffW4fMWepV,Niger,Tahoua,DS Tahoua,Commune Bambeye
ffhGjrvNTnz,Niger,Maradi,DS Maradi Ville,Commune Maradi 2
FfjqbwUUCcN,Niger,Tillaberi,DS Bankilare,Commune Bankillaré
fFP3nJ45eY8,Niger,Zinder,DS Matamèye,Commune Kourni
FFqwhQknj7a,Niger,Tillaberi,DS Abala,Commune Abala
fFR0d25ttOZ,Niger,Tillaberi,DS Say,Commune Say
FFRJPkik2c5,Niger,Diffa,DS N'Guigmi,Commune N'Guigmi
fftL3Vce6zY,Niger,Dosso,DS Tibiri,Commune Kore Mairoua
FfznxxQZh0P,Niger,Dosso,DS Gaya,HD Gaya
fg7vzyZ4NQR,Niger,Tahoua,DS Keita,Commune Tamaské
fgbSJHeMdO4,Niger,Tahoua,DS Madaoua,Commune Bangui
fgd8LYm2Jgn,Niger,Dosso,DS Dogon Doutchi,Commune Matankari
fggoFiF80sL,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
FGgZw07hCvP,Niger,Zinder,DS Magaria,Commune Bande
fgmSCXuWIRd,Niger,Tahoua,DS Madaoua,Commune Madaoua
FgmuVgPGkT6,Niger,Maradi,DS Madarounfa,Commune Djiratawa
FGpAJ9yvHj5,Niger,Tahoua,DS Tassara,Commune Tassara
FGSp0PsmPwi,Niger,Tillaberi,DS Ayorou,Commune Ayorou
FgYBSCRcLz1,Niger,Tahoua,DS Illéla,Commune Illéla
FgyJMyH2XHC,Niger,Diffa,DS Mainé Soroa,Commune N'Guel Beyli
FgZZMVRDE44,Niger,Dosso,DS Boboye,Commune de Koygolo
FH0Ll918W6K,Niger,Tillaberi,DS Kollo,Commune Hamdallaye
FHJfQlLLeVh,Niger,Zinder,DS Doungass,Commune Dogo Dogo
fhKqSdMfE33,Niger,Maradi,DS Aguié,HD Aguié
FhnlP1HGTA6,Niger,Dosso,DS Dogon Doutchi,Commune Doutchi
FHp3MX9J2gM,Niger,Zinder,DS Matamèye,Commune Mataméye
FhtxcqiHLj9,Niger,Niamey,DS Niamey I,Commune 1er Arrondissement
fhZBQW3WPqO,Niger,Zinder,DS Tanout,Commune Tanout
FHZvTBpA23j,Niger,Dosso,DS Dosso,Commune Tessa
FIfMtd0oOPY,Niger,Dosso,DS Tibiri,Commune Tibiri Doutchi
fii93CpuVrL,Niger,Zinder,DS Tanout,Commune Ollélewa
fiQvl66YGls,Niger,Maradi,DS Dakoro,Commune Dakoro
fiuutjrrRlH,Niger,Diffa,DS N'Guigmi,Commune N'Guigmi
fiwFH5i1SBc,Niger,Maradi,DS Madarounfa,Commune Safo
fjGqZC87CQo,Niger,Dosso,DS Dosso,Commune Kargui Bangou
FjQWAqqbecD,Niger,Tahoua,DS Tahoua,Commune Bambeye
FJr11xNcKvi,Niger,Dosso,DS Tibiri,Commune Tibiri Doutchi
fJSqJJZEcnc,Niger,Dosso,DS Gaya,Commune Bengou
FjTHv0tyUoO,Niger,Dosso,DS Dioundou,Commune Dioundiou
FJyJyohfGOk,Niger,Dosso,DS Dogon Doutchi,Commune Soucoucoutane
fJZuH3sjEaX,Niger,Tahoua,DS Madaoua,Commune Galma
Fk6SXsGFi1I,Niger,Tahoua,DS Abalak,Commune Azeye
fkC4Q2REzuR,Niger,Zinder,DS Magaria,Commune Yekoua
fkq9Bxy33bn,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
FKx2iTvbaDC,Niger,Tillaberi,DS Say,Commune Guéladjo
fKXLdlWmFmP,Niger,Agadez,DS Tchirozérine,Commune Tchirozérine
FkYEES2RS9i,Niger,Zinder,DS Doungass,Commune Mallaoua
fL3yL3zRk0b,Niger,Niamey,DS Niamey I,Commune 1er Arrondissement
FL80j95AU0f,Niger,Dosso,DS Tibiri,Commune Kore Mairoua
fLBI0Yi9hzu,Niger,Tahoua,DS Illéla,Commune Illéla
FLfLlzmwpSi,Niger,Zinder,DS Zinder Ville,Commune 4è Arrondissement
FlgmF1xcmhj,Niger,Zinder,DS Tanout,Commune Gangara Tanout
FloueFIugvz,Niger,Agadez,DS Tchirozérine,Commune Tchirozérine
flpqLV6QmR7,Niger,Maradi,DS Dakoro,Commune Goula
FLrpkgvR1gK,Niger,Zinder,DS Goure,Commune Goure
fLtMFPJH9rb,Niger,Zinder,DS Mirriah,Commune Zermou
FLyI6T3kOSC,Niger,Tillaberi,DS Bankilare,Commune Bankillaré
fMGCYRiWAaL,Niger,Tillaberi,DS Torodi,Commune Torodi
fmiK5Uz6xR2,Niger,Maradi,DS Dakoro,Commune Dakoro
FmkRJ1iHYPb,Niger,Zinder,DS Mirriah,Commune Gouna
FmlZYzKmwbO,Niger,Tahoua,DS Illéla,Commune Badaguichiri
fmRistva89Y,Niger,Maradi,DS Aguié,Commune Aguie
FmwVFGIOQ95,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
Fn57mKHnxTF,Niger,Diffa,DS N'Guigmi,Commune N'Guigmi
FnDfvTbWP7p,Niger,Diffa,DS Diffa,Commune Diffa
FNKRARIA38I,Niger,Maradi,DS Tessaoua,Commune Ourafane
fNMp27e8RXW,Niger,Dosso,DS Dogon Doutchi,HD Dogon Doutchi
fNQ7M7fA9An,Niger,Maradi,DS Mayahi,Commune Kanembakache
fNTluCzyjWx,Niger,Tahoua,DS Tahoua Commune,Commune Tahoua Ii
FO3jLgYpPzG,Niger,Agadez,DS Ingall,Commune Ingall
Fo6dp3jq6IJ,Niger,Tahoua,DS Tahoua,Commune Tébaram
fO6YpqGRWKs,Niger,Tahoua,DS Bouza,Commune Bouza
fOb96erMxde,Niger,Dosso,DS Loga,HD Loga
fOB9NsKkDTn,Niger,Dosso,DS Gaya,Commune Tanda
fOHjGX9TfVF,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
fom85Fiivty,Niger,Tahoua,DS Abalak,Commune Abalak
fOQ2kHdGsdv,Niger,Agadez,DS Ingall,Commune Ingall
FOR7oMJWfSG,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
foy0bZnCJJz,Niger,Zinder,DS Magaria,Commune Dantchiao
fP1qbpEKa7V,Niger,Tillaberi,DS Tera,Commune Méhanna
FpiakvAa2OI,Niger,Zinder,DS Goure,Commune Kelle
FpiG6KlGFaC,Niger,Maradi,DS Maradi Ville,Commune Maradi 3
fpkuPzn18CZ,Niger,Tillaberi,DS Tera,Commune Diagourou
fplXqR31p6k,Niger,Tillaberi,DS Gotheye,Commune Dargol
FPMQBLcNkln,Niger,Maradi,DS Tessaoua,Commune Tessaoua
FpPNUNfbW1Y,Niger,Dosso,DS Dosso,Commune Sambera
fPxdAowPr2u,Niger,Maradi,DS Dakoro,HD Dakoro
fQ9XfXHyFoa,Niger,Tillaberi,DS Gotheye,Commune Gotheye
FqCCbPm7ol3,Niger,Tillaberi,DS Ouallam,Commune Tondikiwindi
fQEnsjEEmFD,Niger,Tahoua,DS Tahoua,Commune Bambeye
FqKBANMzHME,Niger,Diffa,DS N'Gourti,Commune N'Gourti
FqnVMPuxMSD,Niger,Dosso,DS Tibiri,Commune Tibiri Doutchi
fQZoKpyzYni,Niger,Tillaberi,DS Tillabery,Commune Kourtey
frblge9ndH9,Niger,Maradi,DS Mayahi,Commune Guidan Amoumoune
fRc2FTuEZFa,Niger,Dosso,DS Dogon Doutchi,Commune Dan Kassari
fRd8bTvZyFk,Niger,Zinder,DS Goure,Commune Goure
FrpVXGn8GjE,Niger,Maradi,DS Dakoro,Commune Kornaka
frV2EwkfoqD,Niger,Zinder,DS Goure,Commune Gamou
fSKsbx1lVEw,Niger,Zinder,DS Magaria,Commune Yekoua
fSleJWshwES,Niger,Dosso,DS Dosso,Commune Tombokoirey
fSO1MamVASf,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
fsRsC7dl0OD,Niger,Zinder,DS Belbedji,Commune Tarka
fSUdq8mwV7I,Niger,Zinder,DS Zinder Ville,Commune 5è Arrondissement
fsY9fl1qGle,Niger,Maradi,DS Guidan Roumdji,Commune Tibiri Maradi
FT2HBe3dBgv,Niger,Tahoua,DS Illéla,HD Illéla
FT8cTzrxt4u,Niger,Maradi,DS Guidan Roumdji,Commune Guidan Roumdji
ft8dUWJjiQI,Niger,Tahoua,DS Bouza,Commune Tama
Ftcu91ry9vK,Niger,Tillaberi,DS Tera,Commune Gorouol
FTi60IIAadK,Niger,Tahoua,DS Tahoua Commune,Commune Tahoua I
FtiOGfn1c5b,Niger,Zinder,DS Mirriah,Commune Dogo
ftpf2SSQXGK,Niger,Zinder,DS Zinder Ville,Commune 4è Arrondissement
Fu2L0Kx73dY,Niger,Tillaberi,DS Tillabery,Commune Dessa
fU4tE8yavqt,Niger,Dosso,DS Gaya,Commune Tounouga
fu83Oolezt1,Niger,Tahoua,DS Tchintabaraden,HD Tchintabaraden
fuBwqTq2Rvq,Niger,Maradi,DS Mayahi,Commune Guidan Amoumoune
fUGiTWC7HrP,Niger,Tahoua,DS Abalak,Commune Tabalak
fuNMP1KsbTm,Niger,Maradi,DS Mayahi,Commune Maireyreye
FUVtHn5ESqM,Niger,Niamey,DS Niamey I,Commune 1er Arrondissement
FvDF032VvrX,Niger,Dosso,DS Dosso,Commune Farrey
FVvxfTljmyR,Niger,Maradi,DS Guidan Roumdji,Commune Tibiri Maradi
FW6WUx0WvAJ,Niger,Tahoua,DS Abalak,Commune Tamaya
fW8N6p8uJ4t,Niger,Tahoua,DS Keita,Commune Keita
fwcreHQjcDy,Niger,Tahoua,DS Tahoua,Commune Tébaram
FWJDg29BccW,Niger,Tillaberi,DS Tera,Commune Méhanna
FWJGWaX0A7w,Niger,Zinder,DS Tanout,Commune Ollélewa
fwkG5w5xTJD,Niger,Tahoua,DS Madaoua,Commune Sabon Guida
fWLfl4KaODL,Niger,Dosso,DS Dogon Doutchi,Commune Soucoucoutane
FwLTRYWony7,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
FWOYLTMm70A,Niger,Tahoua,DS Bouza,Commune Allakaye
fWrbcNygzGU,Niger,Maradi,DS Maradi Ville,Commune Maradi 1
fwW6JA7amH8,Niger,Maradi,DS Aguié,Commune Tchadoua
fwWmq6zE4fx,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
fXaMziv5jQp,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
fxczRyZaxkQ,Niger,Dosso,DS Dosso,Commune Dosso
fxf9LeDPtj8,Niger,Zinder,DS Tanout,Commune Ollélewa
FxgHUUA8BT2,Niger,Maradi,DS Maradi Ville,Commune Maradi 2
FXU0vxDAMUh,Niger,Tillaberi,DS Tera,Commune Gorouol
FXWN7pqvLd6,Niger,Tahoua,DS Tahoua,Commune Affala
FxZrdQeFMKy,Niger,Maradi,DS Madarounfa,Commune Madarounfa
Fy2Yh6zxOEw,Niger,Maradi,DS Dakoro,Commune Kornaka
fY97UdDbSEb,Niger,Tahoua,DS Tchintabaraden,Commune Tchintabaraden
fYdwarVLsUP,Niger,Maradi,DS Dakoro,HD Dakoro
fYLZPuQVYSL,Niger,Zinder,DS Goure,HD Goure
fyqIvgSKVoN,Niger,Tillaberi,DS Ayorou,Commune Ayorou
fz6x1dI6u0M,Niger,Agadez,DS Agadez,Commune Agadez
FzJ1itY5J3O,Niger,Dosso,DS Dosso,Commune Sakadamna
FZkOgDDGLEy,Niger,Tahoua,DS Illéla,Commune Badaguichiri
FzwCsItnOGq,Niger,Tillaberi,DS Kollo,Commune Hamdallaye
g0KjME7gGxS,Niger,Tahoua,DS Keita,Commune Ibohamane
g0ZyKPI3tCb,Niger,Dosso,DS Tibiri,Commune Kore Mairoua
G14P6NqHqKg,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
g14Pj8HAH3Z,Niger,Tahoua,DS Bouza,Commune Baban Katami
g154AI4txzW,Niger,Maradi,DS Maradi Ville,Commune Maradi 2
G22QfkAednJ,Niger,Tillaberi,DS Torodi,Commune Makalondi
g2FdWflLthp,Niger,Agadez,DS Iferouane,Commune Timia
G2HlkFgcfYB,Niger,Tillaberi,DS Tillabery,Commune Anzourou
G3DaiIPeIxh,Niger,Tillaberi,DS Kollo,Commune Karma
G3edaPIRosV,Niger,Tillaberi,DS Balleyara,Commune Tagazar
g3WS427poqJ,Niger,Tillaberi,DS Bankilare,Commune Bankillaré
G43OUSvsoHA,Niger,Zinder,DS Tanout,Commune Tanout
g4FEqrWqQlE,Niger,Tillaberi,DS Kollo,Commune Karma
g4lSoIBAibh,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
G4oTZUd8ssu,Niger,Tillaberi,DS Torodi,Commune Torodi
g5gGCHR43ey,Niger,Zinder,DS Mirriah,Commune Mirriah
G61fYeZp66Q,Niger,Tahoua,DS Keita,Commune Keita
G6B8AUoV7Iu,Niger,Dosso,DS Tibiri,Commune Guecheme
g6hS5ssqCS2,Niger,Maradi,DS Mayahi,Commune Maireyreye
G6lyBsHIkqB,Niger,Maradi,DS Maradi Ville,Commune Maradi 1
G6vaXrkZknQ,Niger,Diffa,DS N'Gourti,Commune N'Gourti
G75OzdeJmhm,Niger,Diffa,DS Goudoumaria,Commune Goudoumaria
G7gwFuYywVz,Niger,Zinder,DS Takeita,Commune Garagoumsa
G7PrGjoN96r,Niger,Dosso,DS Dioundou,Commune Karakara
g7w7jshiaQz,Niger,Agadez,DS Ingall,Commune Ingall
G80o8r2AMjV,Niger,Dosso,DS Tibiri,Commune Guecheme
G8dzjZKj5LD,Niger,Tillaberi,DS Abala,Commune Abala
G90yTMy7eZu,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
g91wuSB1Qwg,Niger,Dosso,DS Dosso,Commune Sakadamna
G93bIWglkfj,Niger,Tillaberi,DS Say,Commune Tamou
G9Q5qPOMfPT,Niger,Zinder,DS Goure,Commune Gamou
gA4Kz0Iina7,Niger,Tahoua,DS Malbaza,Commune Doguaraoua
gAEwANVrFi9,Niger,Dosso,DS Dogon Doutchi,Commune Dogon Kirya
gAfweD8JDKI,Niger,Dosso,DS Boboye,Commune N'Gonga
GAg0YlLz5J9,Niger,Tillaberi,DS Tillabery,Commune Kourtey
GaIzo95C3G4,Niger,Tillaberi,DS Kollo,HD Kollo
gAkzYemrehH,Niger,Zinder,DS Damgaram Takaya,Commune Guidimouni
gALmarkXDjm,Niger,Tillaberi,DS Gotheye,Commune Gotheye
GANGCqJKB0b,Niger,Tahoua,DS Abalak,Commune Tamaya
garyk7mXR5N,Niger,Maradi,DS Tessaoua,HD Tessaoua
gAz3zmp9551,Niger,Zinder,DS Zinder Ville,Commune 4è Arrondissement
gbaTn225tcq,Niger,Maradi,DS Guidan Roumdji,Commune Tibiri Maradi
GbbUxAQEwFL,Niger,Maradi,DS Mayahi,Commune Attantane
GbglynkyPjG,Niger,Tillaberi,DS Tera,HD Téra
gBJpIiHyx9B,Niger,Diffa,DS N'Guigmi,Commune N'Guigmi
gBljWajFWug,Niger,Zinder,DS Zinder Ville,Commune 4è Arrondissement
GBtZozg7u6Z,Niger,Dosso,DS Tibiri,Commune Guecheme
GbXBWyG4HG9,Niger,Zinder,DS Belbedji,Commune Tarka
GByNnGdpAvY,Niger,Maradi,DS Dakoro,Commune Goula
GbzG3T9GoS9,Niger,Zinder,DS Magaria,Commune Dantchiao
gc1dacPnSsv,Niger,Zinder,DS Zinder Ville,Commune 4è Arrondissement
gC1Fgz0wW1n,Niger,Agadez,DS Arlit,Commune Dannat
gC4cTP0MNgn,Niger,Tillaberi,DS Tera,Commune Kokorou
Gc8fmyLw2oB,Niger,Tillaberi,DS Gotheye,Commune Gotheye
Gcj8DOxkJk7,Niger,Tillaberi,DS Fillingue,Commune Tondikandia
gcxud6gTvoq,Niger,Maradi,DS Maradi Ville,Commune Maradi 2
GD09JoOcpog,Niger,Diffa,DS Mainé Soroa,Commune N'Guel Beyli
gD41jUlLaIF,Niger,Zinder,DS Tanout,Commune Tenhya
gD9PU21F3iD,Niger,Dosso,DS Boboye,Commune de Kiota
GdMkSITC9oQ,Niger,Tahoua,DS Abalak,Commune Azeye
gDQc7DQ1JVe,Niger,Zinder,DS Tesker,Commune Tesker
gDrB2Xo6iDR,Niger,Maradi,DS Mayahi,Commune Guidan Amoumoune
GdUKXGBGNw7,Niger,Tahoua,DS Illéla,Commune Badaguichiri
gdw1CyS6dJa,Niger,Tillaberi,DS Banibangou,Commune Banibangou
gDXH0h6vYrj,Niger,Dosso,DS Gaya,Commune Tanda
GeauD0eDQJs,Niger,Dosso,DS Tibiri,Commune Kore Mairoua
gebiLnMbjqJ,Niger,Maradi,DS Guidan Roumdji,Commune Tibiri Maradi
gEErGtZxugk,Niger,Zinder,DS Goure,Commune Goure
geNck8mSxat,Niger,Maradi,DS Dakoro,Commune Kornaka
GeOcwX1lv7t,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
GEPWzwhvto7,Niger,Niamey,DS Niamey IV,Commune 4ème Arrondissement
GEqdzSXdv05,Niger,Tahoua,DS Keita,Commune Tamaské
gFCqpIXNzJa,Niger,Maradi,DS Madarounfa,Commune Safo
GfcUnKxMgq6,Niger,Tahoua,DS Madaoua,Commune Ourno
GFds6NqRyos,Niger,Maradi,DS Madarounfa,Commune Dan Issa
gfjH2q8lrF5,Niger,Niamey,DS Niamey I,Commune 1er Arrondissement
gfJLIJ2QqMK,Niger,Tillaberi,DS Kollo,Commune Karma
gfNBN2Y086W,Niger,Maradi,DS Dakoro,Commune Adjekoria
gfQUGMOGWcm,Niger,Tillaberi,DS Fillingue,Commune Imanan( Bonkoukou)
GFt0L2sokCd,Niger,Dosso,DS Tibiri,Commune Tibiri Doutchi
gfxA7Spymbt,Niger,Agadez,DS Agadez,Commune Agadez
gfXBqlSF3As,Niger,Tahoua,DS Tahoua,Commune Bambeye
GFZY2lJCqxS,Niger,Dosso,DS Dioundou,Commune Dioundiou
gGaxSEjV64J,Niger,Diffa,DS Goudoumaria,Commune Goudoumaria
GgfP69BMGEk,Niger,Zinder,DS Goure,Commune Guidiguir
Gggma11Aod5,Niger,Niamey,DS Niamey I,Commune 1er Arrondissement
GGvW6E7GTO4,Niger,Agadez,DS Aderbissinat,Commune Aderbissanat
GGXeIvdmrTT,Niger,Dosso,DS Dogon Doutchi,Commune Dogon Kirya
ggzid2mcowl,Niger,Maradi,DS Aguié,Commune Aguie
GH6HSiR9yUI,Niger,Tillaberi,DS Say,Commune Say
GHBkp4koOM4,Niger,Tillaberi,DS Gotheye,HD Gotheye
gHFbR4fB8Wz,Niger,Tahoua,DS Illéla,Commune Badaguichiri
gHkxhk9Bvlg,Niger,Zinder,DS Belbedji,Commune Tarka
GHMuvosFmv9,Niger,Tillaberi,DS Tera,Commune Téra
gHo5hNEkt3r,Niger,Tahoua,DS Abalak,HD Abalak
GHSfh2VWp0J,Niger,Maradi,DS Gazaoua,Commune Gazaoua
gHsK0NVYWKZ,Niger,Dosso,DS Gaya,HD Gaya
GhSupHciw87,Niger,Dosso,DS Loga,Commune Falwel
gHVK1iPV08x,Niger,Tillaberi,DS Kollo,Commune N'Dounga
Gi0xo6Trq3J,Niger,Tahoua,DS Madaoua,Commune Azerori
gIBbrCK2RSV,Niger,Tahoua,DS Illéla,HD Illéla
giBli2So8BP,Niger,Maradi,DS Madarounfa,Commune Djiratawa
gIFaUZonDPv,Niger,Tillaberi,DS Kollo,Commune Namaro
gIMY4CYrEjT,Niger,Zinder,DS Tesker,Commune Tesker
GiQ9Ed3FNtP,Niger,Tahoua,DS Bouza,Commune Tabotaki
gisb85yJvIa,Niger,Maradi,DS Maradi Ville,Commune Maradi 2
GIuQTVnz2HR,Niger,Zinder,DS Magaria,Commune Bande
giWZMFygZrP,Niger,Tahoua,DS Abalak,Commune Azeye
gIyuW6pRAF6,Niger,Maradi,DS Dakoro,Commune Kornaka
gj9Bq4qfzhl,Niger,Tahoua,DS Madaoua,Commune Sabon Guida
gJahyMrBXcv,Niger,Maradi,DS Guidan Roumdji,Commune Chadakori
gJdPtSU767e,Niger,Maradi,DS Tessaoua,Commune Ourafane
GjExCLi9RYp,Niger,Tillaberi,DS Tera,HD Téra
gJfCx0gEGpH,Niger,Dosso,DS Dogon Doutchi,HD Dogon Doutchi
Gjho3xI2GOC,Niger,Tahoua,DS Malbaza,Commune Doguaraoua
GkHPBBwrcQB,Niger,Maradi,DS Bermo,Commune Bermo
gkUibTFArtB,Niger,Zinder,DS Matamèye,HD Matameye
GkxPod7JtqC,Niger,Tahoua,DS Bagaroua,HD Bagaroua
GkzrjZTH3L0,Niger,Tillaberi,DS Say,Commune Tamou
GL3zrnp9Irg,Niger,Maradi,DS Guidan Roumdji,Commune Sae Saboua
gl6SQC42BEO,Niger,Dosso,DS Dogon Doutchi,Commune Dan Kassari
glktaWRs66A,Niger,Zinder,DS Tanout,Commune Tanout
GLlJgx2Q5t4,Niger,Dosso,DS Gaya,Commune Tanda
GlOJ9rgUBQc,Niger,Diffa,DS N'Guigmi,Commune N'Guigmi
gLT3YpQAY7i,Niger,Tillaberi,DS Tera,Commune Kokorou
Gm5xKdbXNtW,Niger,Tahoua,DS Keita,Commune Tamaské
GMd5ehecSff,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
Gmg4EjIKtrD,Niger,Dosso,DS Gaya,HD Gaya
gmjiDZ3Ubck,Niger,Tahoua,DS Tahoua,Commune Takamanat
GmPIs06W9HY,Niger,Zinder,DS Matamèye,Commune Kourni
gmYurjYxQ3Y,Niger,Tillaberi,DS Ouallam,Commune Dingazi
gmyVFxChyhH,Niger,Zinder,DS Goure,HD Goure
GN4DuxHx7fx,Niger,Zinder,DS Goure,Commune Kelle
gNANOJmN6Ld,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
gnbGi9hpV0Y,Niger,Maradi,DS Tessaoua,Commune Korgom
gnDPMSMFBcg,Niger,Agadez,DS Arlit,Commune Dannat
GNdwNfBUMlH,Niger,Tillaberi,DS Tera,Commune Kokorou
GnlWks8pjco,Niger,Diffa,DS Diffa,Commune Chétimari
GNNKcmFYymZ,Niger,Dosso,DS Dosso,Commune Farrey
gnoKYITNRU8,Niger,Tillaberi,DS Gotheye,Commune Gotheye
gNy4ZxNZW4f,Niger,Niamey,DS Niamey II,Commune 2ème Arrondissement
go1PoKGgEfG,Niger,Niamey,DS Niamey IV,Commune 4ème Arrondissement
GocPd3KTSAh,Niger,Dosso,DS Dogon Doutchi,Commune Kieche
goemlg3YLhV,Niger,Tillaberi,DS Say,Commune Say
GOH6FiPS7od,Niger,Maradi,DS Madarounfa,Commune Gabi
gojhwz6RFvf,Niger,Maradi,DS Guidan Roumdji,Commune Chadakori
Goq4SbzAg3r,Niger,Agadez,DS Ingall,Commune Ingall
GOW3XLSthUk,Niger,Maradi,DS Aguié,Commune Aguie
gP0WYTbBUmj,Niger,Maradi,DS Tessaoua,Commune Tessaoua
GP8veEWDJrY,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
GP9v08FBaXP,Niger,Tillaberi,DS Kollo,Commune Dantchandou
Gpcn8QWieZa,Niger,Tahoua,DS Tahoua Commune,Commune Tahoua I
GPlsveVN7Dw,Niger,Maradi,DS Maradi Ville,Commune Maradi 1
GpqBI9vR7Am,Niger,Maradi,DS Dakoro,HD Dakoro
gpVI6n56n8W,Niger,Agadez,DS Tchirozérine,Commune Tchirozérine
GPYe1Y5shCc,Niger,Tahoua,DS Bagaroua,Commune Bagaroua
gpyJ9jXc9Wy,Niger,Tahoua,DS Illéla,Commune Badaguichiri
Gq9C5uDr5Sd,Niger,Tahoua,DS Illéla,Commune Badaguichiri
GqCcBB2NPDX,Niger,Tahoua,DS Malbaza,Commune Doguaraoua
GqmHTvu5ecR,Niger,Maradi,DS Dakoro,HD Dakoro
GQoL2ujqaV5,Niger,Tahoua,DS Bouza,Commune Karofane
gqqeE5jJAjq,Niger,Tillaberi,DS Abala,Commune Abala
gQTqHg5aN2i,Niger,Tillaberi,DS Ayorou,Commune Inatess
GQTsNHhkuHX,Niger,Maradi,DS Mayahi,Commune Mayahi
grI1jvhrak4,Niger,Agadez,DS Agadez,Commune Agadez
GRKRZ31mWmh,Niger,Niamey,DS Niamey IV,Commune 4ème Arrondissement
GrnpquokPfm,Niger,Tahoua,DS Tahoua,Commune Bambeye
gro47cYIbF8,Niger,Zinder,DS Magaria,Commune Dantchiao
gRT3pSGa7q7,Niger,Tahoua,DS Illéla,Commune Illéla
GrXXkpp57o9,Niger,Zinder,DS Matamèye,Commune Mataméye
GS8vtQFkwkT,Niger,Tahoua,DS Keita,Commune Ibohamane
gsJdo1DXLYf,Niger,Zinder,DS Magaria,Commune Yekoua
gsNB87XtQHL,Niger,Tahoua,DS Abalak,Commune Abalak
gsy7t9YyQkA,Niger,Tahoua,DS Bouza,HD Bouza
gTAbwrxpIPe,Niger,Maradi,DS Maradi Ville,Commune Maradi 2
gtjlRidKXrX,Niger,Zinder,DS Takeita,Commune Garagoumsa
GtNpajA4LcS,Niger,Tillaberi,DS Gotheye,Commune Gotheye
gTuxic5uFN6,Niger,Zinder,DS Mirriah,Commune Droum
gtX0WdOLCqN,Niger,Agadez,DS Tchirozérine,Commune Tchirozérine
Gu230L5A0Kh,Niger,Maradi,DS Madarounfa,Commune Djiratawa
gU4Bev6SVsf,Niger,Zinder,DS Doungass,Commune Dungass
guFpEA7bIDg,Niger,Maradi,DS Guidan Roumdji,Commune Tibiri Maradi
GUgRlrfbJpL,Niger,Dosso,DS Dogon Doutchi,Commune Dan Kassari
Gv7zbosIi2M,Niger,Tahoua,DS Tchintabaraden,Commune Tchintabaraden
gvAinNCCazx,Niger,Tillaberi,DS Tillabery,Commune Sinder
gVIFVWojPv0,Niger,Dosso,DS Dosso,Commune Sakadamna
GVogPJzC1XT,Niger,Zinder,DS Matamèye,Commune Dan Barto
gVPcsYbPBvV,Niger,Niamey,DS Niamey III,Commune 3ème Arrondissement
gVQX36gc9Yg,Niger,Maradi,DS Maradi Ville,Commune Maradi 2
gvsxsfgnuHE,Niger,Maradi,DS Guidan Roumdji,Commune Guidan Sori
GVtMrIsrgB8,Niger,Tillaberi,DS Kollo,Commune Namaro
gVXalmbBjbU,Niger,Zinder,DS Goure,Commune Kelle
gVXHnSLIiE9,Niger,Diffa,DS Bosso,Commune Bosso
GVXp69BaaSE,Niger,Tahoua,DS Tchintabaraden,Commune Tchintabaraden
gw4SYoPIEmJ,Niger,Tahoua,DS Illéla,Commune Tajaé
gw7zLvcl5gU,Niger,Tahoua,DS Tahoua,Commune Kalfou
GwKEpY38ReU,Niger,Tahoua,DS Birni Konni,HD Birni N'Konni
