facility_id,admin_area_1,admin_area_2,admin_area_3,admin_area_4
EiARCmBCUyS,Côte d'Ivoire,GRANDS PONTS,DABOU,FACILITY AT LEVEL 4: DABOU
EIBeOE4ZZDQ,Côte d'Ivoire,AGNEBY-TIASSA,TIASSALE,FACILITY AT LEVEL 4: TIASSALE
eigafNrAUJ2,Côte d'Ivoire,ABIDJAN 2,ADJAME-PLATEAU-ATTECOUBE,FACILITY AT LEVEL 4: ADJAME-PLATEAU-ATTECOUBE
eiJQajBCtvS,Côte d'Ivoire,LÔH-DJIBOUA,LAKOTA,FACILITY AT LEVEL 4: LAKOTA
EIOnYmECfmq,Côte d'Ivoire,LÔH-DJIBOUA,DIVO,FACILITY AT LEVEL 4: DIVO
eIQcywkDKbH,Côte d'Ivoire,TCHOLOGO,OUANGOLODOUGOU,FACILITY AT LEVEL 4: OUANGOLODOUGOU
EIuCLQdHSK6,Côte d'Ivoire,ABIDJAN 2,PORT-BOUET-VRIDI,FACILITY AT LEVEL 4: PORT-BOUET-VRIDI
eIwzV33zR0a,Côte d'Ivoire,NAWA,MEAGUI,FACILITY AT LEVEL 4: MEAGUI
eiyQhIiq6B8,Côte d'Ivoire,KABADOUGOU,ODIENNE,FACILITY AT LEVEL 4: ODIENNE
eJ1NCIbKFeL,Côte d'Ivoire,GBEKE,BOUAKE NORD-OUEST,FACILITY AT LEVEL 4: BOUAKE NORD-OUEST
eJ9HKHJru29,Côte d'Ivoire,HAUT SASSANDRA,DALOA,FACILITY AT LEVEL 4: DALOA
ejdLY4RhIFZ,Côte d'Ivoire,AGNEBY-TIASSA,TIASSALE,FACILITY AT LEVEL 4: TIASSALE
EjGlx5pUdAx,Côte d'Ivoire,SUD-COMOE,ABOISSO,FACILITY AT LEVEL 4: ABOISSO
