"admin_area_1","admin_area_2","admin_area_3"
"République Démocratique du Congo","kr Kasai Central Province","kr Bena Leka Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Bena Tshadi Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Bilomba Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Bobozo Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Bunkonde Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Demba Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Dibaya Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Kalomba Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Kananga Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Katende Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Katoka Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Luambo Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Lubondaie Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Lubunga Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Luiza Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Lukonga Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Masuika Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Mikalayi Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Muetshi Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Mutoto Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Ndekesha Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Ndesha Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Tshibala Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Tshikaji Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Tshikula Zone de Santé"
"République Démocratique du Congo","kr Kasai Central Province","kr Yangala Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Banga Lubaka Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Bulape Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Dekese Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Ilebo Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Kakenge Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Kalonda Ouest Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Kamonia Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Kamwesha Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Kanzala Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Kitangwa Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Luebo Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Mikope Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Mushenge Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Mutena Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Mweka Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Ndjoko Mpunda Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Nyanga Zone de Santé"
"République Démocratique du Congo","ks Kasai Province","ks Tshikapa Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Bunkeya Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Dilala Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Dilolo Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Fungurume Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Kafakumba Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Kalamba Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Kanzenze Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Kapanga Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Kasaji Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Lualaba Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Lubudi Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Manika Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Mutshatsha Zone de Santé"
"République Démocratique du Congo","ll Lualaba Province","ll Sandoa Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Kabinda Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Kalambayi Kabanga Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Kalenda Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Kalonda Est Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Kamana Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Kamiji Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Kanda Kanda Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Lubao Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Ludimbi Lukula Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Luputa Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Makota Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Mulumba Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Mweneditu Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Ngandajika Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Tshofa Zone de Santé"
"République Démocratique du Congo","lm Lomami Province","lm Wikong Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Banzow Moke Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Bokoro Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Bolobo Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Bosobe Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Inongo Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Kiri Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Kwamouth Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Mimia Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Mushie Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Nioki Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Ntandembelo Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Oshwe Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Pendjwa Zone de Santé"
"République Démocratique du Congo","md Maindombe Province","md Yumbi Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Binga Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Bongandanga Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Boso Manzi Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Boso Mondanda Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Bosondjo Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Bumba Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Lisala Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Lolo Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Pimu Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Yamaluka Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Yambuku Zone de Santé"
"République Démocratique du Congo","mg Mongala Province","mg Yamongili Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Alunguli Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Ferekeni Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kabambare Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kailo Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kalima Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kampene Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kasongo Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kibombo Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kindu Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Kunda Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Lubutu Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Lusangi Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Obokote Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Pangi Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Punia Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Samba Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Saramabila Zone de Santé"
"République Démocratique du Congo","mn Maniema Province","mn Tunda Zone de Santé"
"République Démocratique du Congo","nk Nord Kivu Province","nk Alimbongo Zone de Santé"
