facility_id,admin_area_1,admin_area_2,admin_area_3,admin_area_4
b5prUQfzhIJ,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
B5Rkt9AFm7F,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
b6fGAERSAfa,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
b8FBxKzXjYn,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
B8j4vqivGHh,République centrafricaine,RS 6,Préfecture Mbomou,District Ouango-Gambo
bA5Nne2auRs,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
Baecr59OVax,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
BAoC7gGg6xq,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
baWxAZkhFNK,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
BAYolSlNOat,République centrafricaine,RS 5,Préfecture Haute-Kotto,District Haute-Kotto
bazienblFku,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
BBjYstUg0UM,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
BC1CpuGB159,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
Bcrdy6rPMGD,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
Bd5JMr28zUK,République centrafricaine,RS 6,Préfecture Mbomou,District Ouango-Gambo
bD8BqIlp7jW,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
BFmBhce7Naq,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
BFwjpPpVjaw,République centrafricaine,RS 3,Préfecture Ouham,District Batangafo-Kabo
bhgNyQBFfZe,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
BHNEBm8OK5Y,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
bhyZqOY3iEK,République centrafricaine,RS 6,Préfecture Haut-Mbomou,District Haut-Mbomou
Bi7I2hGvwY9,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
bi9CH3jxPyl,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
bIeEycakMgR,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
bJhTzTnvOJS,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
BkO8W2DsECS,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
BkzbIDIlEl0,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Mobaye-Zangba
BL9YXy4cpoh,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
bLlBsk6Eu35,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
BMEnQ1utxpm,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Baboua-Abba
bMgDQjFQ2p7,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
bN05iMRAFTF,République centrafricaine,RS 3,Préfecture Ouham,District Bouca
BNXU9q8OKFk,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
bOrHZRkzT0Z,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
BP7GGdbXUWQ,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
BPDeCBE2AsP,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
bPZTMffZH4q,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
BQJEBPdvMbX,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
BQkXOTN0aTr,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
BQVnudK6LWw,République centrafricaine,RS 2,Préfecture MambereKadei,District Gamboula
BriSlMgLkcN,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
BrJbJp2d3sv,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
brQY3gRMG05,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bimbo
BskpzKRD04s,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
bUnbVDpUcCn,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
BXPgx3nsfPz,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
bykaekDxe2R,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
ByMMjOn0UKl,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
BYoyEBfbw5N,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
bYWZxNhTMPp,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
byXc3I5YtOl,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Kembe-Satema
bzl7uqE9cjr,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
BZom97eCXbf,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
BZpyrUDfF5E,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
BZYyydJBxri,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
C0tBfhPeufK,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
C6D724lmwjH,République centrafricaine,RS 6,Préfecture Mbomou,District Ouango-Gambo
C6gpwSRWE06,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
Cb71cfURssI,République centrafricaine,RS 3,Préfecture Ouham,District Batangafo-Kabo
CbwSfb9qC4c,République centrafricaine,RS 3,Préfecture Ouham,District Batangafo-Kabo
ccas8i2fBSz,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
ccElkdWoPXl,République centrafricaine,RS 5,Préfecture Haute-Kotto,District Haute-Kotto
cCS7P3j72QO,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
cd33pZFDGUC,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 3
cDCDC9YBoqc,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
CEHhJXyQfxK,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
CeY5PbrHWBZ,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
cfaf1j0Xx2b,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
CfBBmqIoQA1,République centrafricaine,RS 6,Préfecture Haut-Mbomou,District Haut-Mbomou
cfrleQoB7HP,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
CFU3c2sdKAb,République centrafricaine,RS 2,Préfecture MambereKadei,District Carnot-Gadzi
CFVMUUssrzc,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
Cgx0oLMYOod,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Baboua-Abba
ChbqbphFHBG,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Baboua-Abba
chI5MHfLDUi,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Kembe-Satema
ChOxM2r2Z3y,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
ChPCnTbQpQ4,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Kembe-Satema
ciDaYUOcOiD,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
cKrZGiOIHUi,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
CKX42nVmLjs,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
cLjE5euwCWe,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Kembe-Satema
cmpnS5pPufG,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
CMQ3AafAU8f,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
co3x4Jmp8jI,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
CphINEHb1Ir,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
cPtqnPIV9mW,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bimbo
CQ82gR2xGMd,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
CQqHRRqaNaB,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
cr0AjoOHdlF,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
CsWp0nLARr9,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
CuDHI8eH4b8,République centrafricaine,RS 2,Préfecture MambereKadei,District Carnot-Gadzi
cuXqUwuxgke,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
CwEwQNuDFzE,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
cXih9YQ6qn3,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
CyMl4YFqf2C,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
d0OE3JQ7a9e,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
D1OVM27zZ87,République centrafricaine,RS 5,Préfecture Haute-Kotto,District Haute-Kotto
D6nB1wFRlyq,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
D7vNiax3zl8,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Baboua-Abba
D8dVzoydv1i,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
d8xr0hDVTm6,République centrafricaine,RS 2,Préfecture MambereKadei,District Gamboula
d92SLIcAbBc,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
dAnNfj35x9u,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
dbryxZ1WClg,République centrafricaine,RS 3,Préfecture Ouham,District Bouca
DC5o7jzGdMh,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bimbo
DCjUEeUr3oC,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
ddpkMLVvG8i,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
df3mY38xbqC,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
DFXiSVTJ9na,République centrafricaine,RS 6,Préfecture Mbomou,District Ouango-Gambo
DHmeosuEX9q,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
dHp2IwGxoIn,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
dJ45iewKJab,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
djCC1ha79XJ,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
djp0X3Uec1a,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
dK9obJqZ7ab,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
Dmdb3LWETnq,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
DNRJgC2NVFA,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
dNrpDjXAsI2,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
dOjuSkZrt9x,République centrafricaine,RS 3,Préfecture Ouham,District Bouca
DP2ciL7Gz27,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bimbo
DqIkgiIdy28,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
DS4q31dImvz,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
Dsd2jKs1P7W,République centrafricaine,RS 6,Préfecture Haut-Mbomou,District Haut-Mbomou
DTiPfKivPli,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
DUjfDtoDC3w,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
dUJQIB0nqWh,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
dvCWwmbfQRf,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
DVjXJqzO2bF,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
DVlM9pVyF2c,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
DWbRoXhdc8N,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
dwiPk013tXl,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
dwU9Zk6iThQ,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
Dxk65l13o2D,République centrafricaine,RS 2,Préfecture MambereKadei,District Carnot-Gadzi
Dy8ufNnhtyV,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
e2vbdURo8hO,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Kembe-Satema
e6EQHncdhs4,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
E6YM6ogRUVm,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
e7oFqSts3MH,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 3
e7PwlERyko3,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
e7UdrgNcIvY,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
ea5ZUqBLlMe,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Mobaye-Zangba
Ebq88HAogB7,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
ebsv3I2wSiw,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 3
EbZAvrIPSsF,République centrafricaine,RS 2,Préfecture MambereKadei,District Gamboula
EdvTPf7QuNk,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Kembe-Satema
EDyEcR9XKhp,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
EeeKE6oZD41,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
EEYHx8bgZYQ,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 3
EfFLwRP7lau,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
EFLW7wX945X,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
eGJfTGKLFGv,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
eh5jDz7Cx1l,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
ehAUPauFSZO,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Mobaye-Zangba
eHD2p0Y8704,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
EiI2BJ2FcHY,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
eKHalegvxNC,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
ekkccRU5Ma5,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
el8nJzJHWEo,République centrafricaine,RS 2,Préfecture MambereKadei,District Gamboula
Em8iwU1DIdK,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
EMAfJJeLEj6,République centrafricaine,RS 6,Préfecture Haut-Mbomou,District Haut-Mbomou
empn1qF142u,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
eMvujZWnUkx,République centrafricaine,RS 3,Préfecture Ouham,District Batangafo-Kabo
enY2fuoZewc,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
eOCjKOlO95N,République centrafricaine,RS 2,Préfecture MambereKadei,District Gamboula
EP2Ud8aYE99,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
eP7h49I3LGn,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
epbyrkQmzc8,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
eq774FTWZxc,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
eqiQsP1SSZC,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
EQwNKPzZU0T,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Baboua-Abba
EqXx4FEEl3I,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
erhD3aOHJcN,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
ErY05LMcddg,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
ESIDxOWIBdQ,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
esmLrgp8bpu,République centrafricaine,RS 5,Préfecture Vakaga,District Vakaga
EtGuCnK0h8A,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
Ev72lgsbIbN,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
eXVBzmyS9c1,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
eyiJT0SCpin,République centrafricaine,RS 3,Préfecture Ouham,District Batangafo-Kabo
eZU4uEHmytx,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
F391XskUHbH,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
f4nO7YbDtKW,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
f6RjWuU6KBG,République centrafricaine,RS 2,Préfecture MambereKadei,District Carnot-Gadzi
F7dYUHQki8O,République centrafricaine,RS 6,Préfecture Haut-Mbomou,District Haut-Mbomou
F7nYdPoz9ti,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
F9hyHUVg1y1,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
Fad5yigcuOz,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
FcjDdFOcMJp,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
FCKbsMATI6Z,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
FcmIGltdrRw,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
feg521hIFLf,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Baboua-Abba
fENKV6EHayS,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
FfFeanG20tZ,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
fFkATPiIVpv,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
FGYfTK4z0xd,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
fI2hJo2wgFz,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
fIdrhdxQXMh,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Kembe-Satema
fiGKdqmwtfZ,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
FiuV4Et0uKB,République centrafricaine,RS 2,Préfecture MambereKadei,District Carnot-Gadzi
fiywhEBLImy,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
FJ8cWUDWXX0,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
fJM1tapGU34,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
FjQk8XMLkvt,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
FkrByAv9q7R,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
fO2q30AHcW6,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
fqCyCY6HU5O,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
fSA29gLWL8K,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
fsdyhgDXcMi,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
FsLksrSeWdY,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
ft5Ae6xCrxS,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
ftsLmzm2EuZ,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
FUV0om3u2fs,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
FwgzgjN7oBt,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
Fx5Yuqw55vP,République centrafricaine,RS 5,Préfecture Vakaga,District Vakaga
fXGBNAQcjfM,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
fxyWtDG6DXj,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
fyMC65HFmxL,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
FytkXt4gYox,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
fYVl9aVbYwK,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
fzIjZkGdEPU,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
fzsosfg8yzk,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
g0jRBuZ5sFS,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
g13X2wtYnm6,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
G2axq4VlTjO,République centrafricaine,RS 6,Préfecture Mbomou,District Ouango-Gambo
G4XkuFBqx4m,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
G52hUcy1pCa,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Baboua-Abba
G56XKxosrRm,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
g5pR65oeHMM,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
G6m1UNVlfT7,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
g6MZFX4YIpN,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
G6nEvrleFjx,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
G730axWImfV,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
G7NIPcgWS1f,République centrafricaine,RS 6,Préfecture Haut-Mbomou,District Haut-Mbomou
GamQjlVUFmV,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
gbIqWDJJ8LD,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
GBJ7BZYZEpZ,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
GbRF0ISDF5h,République centrafricaine,RS 5,Préfecture Haute-Kotto,District Haute-Kotto
gBrtjcAd8Ik,République centrafricaine,RS 3,Préfecture Ouham,District Batangafo-Kabo
GclZNOD8BMe,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bimbo
gD6DqJlDWAE,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
gEHL1VkSO93,République centrafricaine,RS 2,Préfecture MambereKadei,District Berberati
GePNRJtbskR,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
GHoPgIPQEgR,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
GHUN4MLUHo0,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
gHzAIhcIUqc,République centrafricaine,RS 4,Préfecture Nana-Gribizi,District Nana-Gribizi
GhZOXaVgxOe,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
GJ9maVh77db,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bimbo
gJX2gq82ubV,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
gkAp3dXuEnA,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 3
GKdGkY63SR2,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
GkGqzyctanb,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
gLuFFf9GE9v,République centrafricaine,RS 1,Préfecture Lobaye,District Boda
gmHmTu0m52F,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
gMjf08F7wr7,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
GMTqhNl2cUk,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
gn3HYN6P1lw,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
gnUOW1Xhgb1,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
gOtmRF6MTrh,République centrafricaine,RS 5,Préfecture Vakaga,District Vakaga
gp98q5EG4j0,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
gPJw76nJ4xE,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
GPv7eQcKFyo,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
gQLBablhK1G,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
GQv2ZgycWfE,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
GRafcKRAEs0,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
GSCru4vNnmY,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
GT21JhNImxz,République centrafricaine,RS 5,Préfecture Vakaga,District Vakaga
gt6RnphrZvc,République centrafricaine,RS 2,Préfecture Sangha-Mbaere,District Sangha-Mbaere
GtkHFPk6fTu,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
gU8DkXcyxnH,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
GUEfWlnibm3,République centrafricaine,RS 3,Préfecture Ouham,District Bossangoa
gvntbF0p8YN,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
GvtzrnjQbc9,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
gwui1Hb8qWr,République centrafricaine,RS 5,Préfecture Bamingui-Bangoran,District Bamingui-Bangoran
gWWFbyC5LPO,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
GX8rxEfbjDp,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Mobaye-Zangba
GXoqGjblCGu,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
gyXbbJnvif6,République centrafricaine,RS 4,Préfecture Ouaka,District Kouango-Grimari
GzFPVlljTTT,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
gzvCx4pKP5b,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Mobaye-Zangba
gzZtFvYuPHU,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bossembele
H0aqx4KQxv8,République centrafricaine,RS 6,Préfecture Mbomou,District Bangassou
h14MhqJze9m,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Paoua
H2cURqVPBDc,République centrafricaine,RS 6,Préfecture Mbomou,District Ouango-Gambo
H3Xo2at7YPz,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
h4I5wF1r11M,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
h5rjguEctEH,République centrafricaine,RS 2,Préfecture MambereKadei,District Gamboula
h5TUCPW6emU,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Ngaoundaye
HAlP6vmwGhU,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bozoum-Bossemptele
HbN0nc4S4DI,République centrafricaine,RS 7,Préfecture Bangui,District Bangui 2
HBWvOZxe2HD,République centrafricaine,RS 6,Préfecture Basse-Kotto,District Alindao-Mingala
hDlLSFeHGew,République centrafricaine,RS 2,Préfecture Nana-Mambere,District Bouar-Baoro
hFJrHPKseJ6,République centrafricaine,RS 5,Préfecture Haute-Kotto,District Haute-Kotto
Hgt5XbLwIwE,République centrafricaine,RS 4,Préfecture Ouaka,District Bambari
Hhii27LSR5i,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
hHmEABUv4Y1,République centrafricaine,RS 7,Préfecture Bangui,"District Bangui 1  "
HIbmrZYRNc9,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Bimbo
hIsScVSyhPn,République centrafricaine,RS 1,Préfecture Ombella-Mpoko,District Begoua
HjKXzo74kJV,République centrafricaine,RS 4,Préfecture Kemo,District Kemo
hJzcYRZznvC,République centrafricaine,RS 3,Préfecture Ouham-Pende,District Bocaranga-Koui
hK2BSpgwbuJ,République centrafricaine,RS 6,Préfecture Haut-Mbomou,District Haut-Mbomou
Hkh5oGRAVEg,République centrafricaine,RS 3,Préfecture Ouham,District Nangha-Boguila
HkLcXW0WcSW,République centrafricaine,RS 1,Préfecture Lobaye,District Mbaiki
