micsanc1,sourceanc1,micsanc4,sourceanc4,micsbcg,sourcebcg,micsdelivery,sourcedelivery,micsfp,sourcefp,micsimr,sourceimr,micsnmr,sourcenmr,micspenta1,sourcepenta1,micspenta3,sourcepenta3,micspnc1,sourcepnc1,micsstill,sourcestill,year,x,country,source_file,anc1volume,anc4volume,deliveryvolume,opdvolume,pnc1volume,fp_oralvolume,anc1mics,anc4mics,bcgmics,deliverymics,fpmics,penta3mics,anc1dhs,anc4dhs,bcgdhs,deliverydhs,fpdhs,penta3dhs,dhis_livebirth,anc4hmis,deliveryhmis,wppCBR,wppIMR,wppModernUsers,wppU5MR,wpplivebirth,wppmCPR,wpptotpop,wpptotu1pop,wpptotu5pop,wppwomenrepage,iso3,IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value,indicatortype,source,province,coverage,denominator_source,datasource,change,years,group,lastsource
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,48.0,1997.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,177.0280655,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,49.0,1998.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,172.8361704,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,50.0,1999.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,173.3354319,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,51.0,2000.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,172.8536774,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,52.0,2001.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,172.4933428,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,53.0,2002.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,172.5162929,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,54.0,2003.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,172.7492414,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,55.0,2004.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,172.8252424,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,56.0,2005.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,172.4012182,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,57.0,2006.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,171.9056685,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,58.0,2007.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,171.1732436,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,59.0,2008.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,166.7571084,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,60.0,2009.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,161.879906,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,61.0,2010.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,169.8126403,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,62.0,2011.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,165.4270531,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,63.0,2012.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,148.4842017,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,64.0,2013.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,143.4989621,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,65.0,2014.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,138.8475374,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,66.0,2015.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,134.7421074,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,67.0,2016.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,131.5190628,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,68.0,2017.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,127.7684235,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,69.0,2018.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,122.8689998,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,70.0,2019.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,118.8959761,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,71.0,2020.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,114.9998541,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,72.0,2021.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,111.8507179,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,73.0,2022.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,2.0,Interpolation,104.4620418,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Under-five mortality rate (U5MR),Under-five mortality rate (U5MR),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,74.0,2023.0,4.0,Median,3.0,Both sexes,188.0,0.0,-1.0,Total,0.0,Not applicable,1.0,Model-based Estimates,3.0,Projection,101.8532577,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,31.0,1980.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1330241.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,32.0,1981.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1338501.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,33.0,1982.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1340439.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,34.0,1983.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1381066.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,35.0,1984.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1428766.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,36.0,1985.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1483243.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,37.0,1986.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1540172.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,38.0,1987.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1589347.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,39.0,1988.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1584735.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,40.0,1989.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1552641.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,41.0,1990.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1539913.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,42.0,1991.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1490899.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,43.0,1992.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1444982.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,44.0,1993.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1495740.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,45.0,1994.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1567567.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,46.0,1995.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1619715.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,47.0,1996.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1674435.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,48.0,1997.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1729200.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,49.0,1998.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1797257.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,50.0,1999.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1865982.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,51.0,2000.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,1935316.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,52.0,2001.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2006185.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,53.0,2002.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2074725.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,54.0,2003.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2143850.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,55.0,2004.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2212836.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,56.0,2005.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2273701.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,57.0,2006.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2322178.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,58.0,2007.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2378688.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,59.0,2008.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2445941.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,60.0,2009.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2510519.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,UNWPP_portal_apr2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,Female population of reproductive age (15-49 years),Female population of reproductive age (15-49 years),World Population Prospects,2022.0,United Nations Population Division,706.0,Somalia,SO,SOM,61.0,2010.0,4.0,Median,2.0,Female,31.0,15.0,49.0,15-49,99.0,All women,1.0,Model-based Estimates,2.0,Interpolation,2579161.0,,,,,,,,,,
