micsanc1,sourceanc1,micsanc4,sourceanc4,micsbcg,sourcebcg,micsdelivery,sourcedelivery,micsfp,sourcefp,micsimr,sourceimr,micsnmr,sourcenmr,micspenta1,sourcepenta1,micspenta3,sourcepenta3,micspnc1,sourcepnc1,micsstill,sourcestill,year,x,country,source_file,anc1volume,anc4volume,deliveryvolume,opdvolume,pnc1volume,fp_oralvolume,anc1mics,anc4mics,bcgmics,deliverymics,fpmics,penta3mics,anc1dhs,anc4dhs,bcgdhs,deliverydhs,fpdhs,penta3dhs,dhis_livebirth,anc4hmis,deliveryhmis,wppCBR,wppIMR,wppModernUsers,wppU5MR,wpplivebirth,wppmCPR,wpptotpop,wpptotu1pop,wpptotu5pop,wppwomenrepage,iso3,IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value,indicatortype,source,province,coverage,denominator_source,datasource,change,years,group,lastsource
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bakool Region,237.2927703857422,delivery,,-106.3649,5.0,3333.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bakool Region,18931.000061035156,delivery,,4678.8,5.0,3333.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bakool Region,296.0325927734375,delivery,,-106.3649,5.0,3333.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bakool Region,20731.000007629395,delivery,,4678.8,5.0,3333.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bakool Region,19657.46661376953,delivery,,4678.8,5.0,3333.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bakool Region,454.3029479980469,delivery,,-106.3649,5.0,3333.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Bakool Region,4360.500015258789,delivery,,692.5,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Bakool Region,163.21827697753906,delivery,,-46.43859,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Bakool Region,83.29300689697266,delivery,,-46.43859,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Bakool Region,3803.9999923706055,delivery,,692.5,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Bakool Region,4679.500005722046,delivery,,692.5,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Bakool Region,50.211448669433594,delivery,,-46.43859,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Bakool Region,63.813716888427734,delivery,,-46.43859,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Bakool Region,5090.99999332428,delivery,,692.5,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Bakool Region,97.41615295410156,delivery,,-46.43859,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Bakool Region,6821.999997138977,delivery,,692.5,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Bakool Region,5052.999981880188,delivery,,692.5,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Bakool Region,116.7796859741211,delivery,,-46.43859,5.0,3334.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Bakool Region,5684.999988555908,anc1,,3737.4004,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Bakool Region,27.53540802001953,anc1,,7.2396774,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Bakool Region,32.79563522338867,anc1,,7.2396774,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Bakool Region,8724.999961853027,anc1,,3737.4004,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Bakool Region,7229.499990463257,anc1,,3737.4004,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Bakool Region,24.381568908691406,anc1,,7.2396774,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Bakool Region,9163.5,anc1,,3737.4004,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Bakool Region,35.117374420166016,anc1,,7.2396774,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Bakool Region,12898.000015258789,anc1,,3737.4004,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Bakool Region,45.13737487792969,anc1,,7.2396774,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,cov,Bakool Region,34.77508544921875,anc1,,7.2396774,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCG,volIM,Bakool Region,9422.39998626709,anc1,,3737.4004,5.0,3335.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Bakool Region,1814.0000076293945,anc1,,1124.0,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Bakool Region,8.786144256591797,anc1,,2.0570803,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Bakool Region,11.656076431274414,anc1,,2.0570803,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Bakool Region,3100.9999980926514,anc1,,1124.0,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Bakool Region,6327.999998092651,anc1,,1124.0,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Bakool Region,21.341249465942383,anc1,,2.0570803,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Bakool Region,20.759624481201172,anc1,,2.0570803,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Bakool Region,5416.999984741211,anc1,,1124.0,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Bakool Region,4755.000004768372,anc1,,1124.0,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Bakool Region,16.640426635742188,anc1,,2.0570803,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,volIM,Bakool Region,2937.9999980926514,anc1,,1124.0,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Institutional Delivery,cov,Bakool Region,10.84322452545166,anc1,,2.0570803,5.0,3336.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Bakool Region,167875.0001220703,,,-17379.406,5.0,3337.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Bakool Region,162580.99975585938,,,-17379.406,5.0,3337.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Bakool Region,219713.16564941406,,,-17379.406,5.0,3337.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Bakool Region,212338.00073242188,,,-17379.406,5.0,3337.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Bakool Region,212763.3335571289,,,-17379.406,5.0,3337.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPD,volIM,Bakool Region,150495.59954833984,,,-17379.406,5.0,3337.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Bakool Region,13373.999988555908,,,1939.0,5.0,3338.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Bakool Region,20887.00001525879,,,1939.0,5.0,3338.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Bakool Region,22964.66667985916,,,1939.0,5.0,3338.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Bakool Region,18045.333359718323,,,1939.0,5.0,3338.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Bakool Region,16058.166680335999,,,1939.0,5.0,3338.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PNC1,volIM,Bakool Region,15313.000030517578,,,1939.0,5.0,3338.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Bakool Region,7025.5000076293945,anc1,,3090.2998,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Bakool Region,35.339717864990234,anc1,,3.433487,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Bakool Region,9548.0,anc1,,3090.2998,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Bakool Region,37.27244186401367,anc1,,3.433487,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Bakool Region,7663.000001907349,anc1,,3090.2998,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Bakool Region,26.839662551879883,anc1,,3.433487,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Bakool Region,9238.000007629395,anc1,,3090.2998,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Bakool Region,36.76744079589844,anc1,,3.433487,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Bakool Region,13922.33332824707,anc1,,3090.2998,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Bakool Region,50.60002899169922,anc1,,3.433487,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,volIM,Bakool Region,10115.800033569336,anc1,,3090.2998,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 1,cov,Bakool Region,38.7732048034668,anc1,,3.433487,5.0,3339.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Bakool Region,5853.999996185303,anc1,,1830.1997,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Bakool Region,29.44683074951172,anc1,,0.00620842,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Bakool Region,6553.999973297119,anc1,,1830.1997,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Bakool Region,25.58479118347168,anc1,,0.00620842,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Bakool Region,24.232635498046875,anc1,,0.00620842,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Bakool Region,6918.666663169861,anc1,,1830.1997,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Bakool Region,6840.499994277954,anc1,,1830.1997,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Bakool Region,27.225339889526367,anc1,,0.00620842,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Bakool Region,10893.483367919922,anc1,,1830.1997,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Bakool Region,39.59182357788086,anc1,,0.00620842,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,volIM,Bakool Region,7684.199913024902,anc1,,1830.1997,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penta 3,cov,Bakool Region,29.453039169311523,anc1,,0.00620842,5.0,3340.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bari,66.37020111083984,delivery,,-6.3459053,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bari,8676.999975204468,delivery,,4339.167,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bari,9282.400020599365,delivery,,4339.167,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2019.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bari,67.5246353149414,delivery,,-6.3459053,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bari,11320.500034332275,delivery,,4339.167,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2020.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bari,59.29203796386719,delivery,,-6.3459053,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bari,53.7315788269043,delivery,,-6.3459053,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2021.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bari,12290.999965667725,delivery,,4339.167,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bari,17230.99994277954,delivery,,4339.167,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2022.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bari,51.80592346191406,delivery,,-6.3459053,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,cov,Bari,60.024295806884766,delivery,,-6.3459053,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2023.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC1,volIM,Bari,13016.16665649414,delivery,,4339.167,5.0,3341.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,volIM,Bari,2945.999999523163,delivery,,4336.0,5.0,3342.0,
,,,,,,,,,,,,,,,,,,,,,,2018.0,,Somalia,somalia_surveys_province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANC4,cov,Bari,22.533897399902344,delivery,,11.04718,5.0,3342.0,
